#
# FIELDS:
# 1) FmiParameterId
# 2) FmiProducerId
# 3) GeneratingProcessIdentifier
# 4) Centre
# 5) mGribTableVersion
# 6) mGribParameterNumber
# 7) mGribTimerangeIndicator
# 8) FmiParameterLevelId
# 9) GribParameterLevelId
# 10) ParameterLevel
#
771;131;148;98;128;170;0;;111;28;
771;131;148;98;128;170;0;;112;7,28;
771;557;255;98;128;170;0;14;111;28;
771;556;147;98;128;170;0;9;112;7,28;
14008;557;255;98;128;8;4;1;1;0;
14009;557;255;98;128;9;4;1;1;0;
14090;557;255;98;128;90;1;1;1;0;
14039;557;255;98;128;39;0;9;112;0,7;
14040;557;255;98;128;40;0;9;112;7,28;
14041;557;255;98;128;41;0;9;112;28,100;
14042;557;255;98;128;42;0;9;112;100,255;
14139;557;255;98;128;139;0;9;112;0,7;
14170;557;255;98;128;170;0;9;112;7,28;
14183;557;255;98;128;183;0;9;112;28,100;
14236;557;255;98;128;236;0;9;112;100,255;
14205;557;255;98;128;205;0;1;1;0;
14032;557;255;98;128;32;0;1;1;0;
14198;557;255;98;128;198;0;1;1;0;
14238;557;255;98;128;238;0;1;1;0;
14008;556;147;98;128;8;4;1;1;0;
14009;556;147;98;128;9;4;1;1;0;
14090;556;147;98;128;90;1;1;1;0;
14039;556;147;98;128;39;0;9;112;0,7;
14040;556;147;98;128;40;0;9;112;7,28;
14041;556;147;98;128;41;0;9;112;28,100;
14042;556;147;98;128;42;0;9;112;100,255;
14139;556;147;98;128;139;0;9;112;0,7;
14170;556;147;98;128;170;0;9;112;7,28;
14183;556;147;98;128;183;0;9;112;28,100;
14236;556;147;98;128;236;0;9;112;100,255;
14205;556;147;98;128;205;0;1;1;0;
14032;556;147;98;128;32;0;1;1;0;
14198;556;147;98;128;198;0;1;1;0;
14238;556;147;98;128;238;0;1;1;0;
14008;554;145;98;128;8;4;1;1;0;
14009;554;145;98;128;9;4;1;1;0;
14090;554;145;98;128;90;1;1;1;0;
14039;554;145;98;128;39;0;9;112;0,7;
14040;554;145;98;128;40;0;9;112;7,28;
14041;554;145;98;128;41;0;9;112;28,100;
14042;554;145;98;128;42;0;9;112;100,255;
14139;554;145;98;128;139;0;9;112;0,7;
14170;554;145;98;128;170;0;9;112;7,28;
14183;554;145;98;128;183;0;9;112;28,100;
14236;554;145;98;128;236;0;9;112;100,255;
14205;554;145;98;128;205;0;1;1;0;
14032;554;145;98;128;32;0;1;1;0;
14198;554;145;98;128;198;0;1;1;0;
14238;554;145;98;128;238;0;1;1;0;
14198;554;145;98;128;198;0;1;1;0;
14238;554;145;98;128;238;0;1;1;0;
228090;554;145;98;228;90;0;1;1;0;
228100;554;145;98;228;100;0;1;1;0;
228101;554;145;98;228;101;0;1;1;0;
228102;554;145;98;228;102;0;1;1;0;
228251;554;145;98;228;251;0;1;1;0;
14008;555;255;98;128;8;4;1;1;0;
14009;555;255;98;128;9;4;1;1;0;
14090;555;255;98;128;90;1;1;1;0;
14039;555;255;98;128;39;0;9;112;0,7;
14040;555;255;98;128;40;0;9;112;7,28;
14041;555;255;98;128;41;0;9;112;28,100;
14042;555;255;98;128;42;0;9;112;100,255;
14139;555;255;98;128;139;0;9;112;0,7;
14170;555;255;98;128;170;0;9;112;7,28;
14183;555;255;98;128;183;0;9;112;28,100;
14236;555;255;98;128;236;0;9;112;100,255;
14205;555;255;98;128;205;0;1;1;0;
14032;555;255;98;128;32;0;1;1;0;
14198;555;255;98;128;198;0;1;1;0;
14238;555;255;98;128;238;0;1;1;0;
14198;555;255;98;128;198;0;1;1;0;
14238;555;255;98;128;238;0;1;1;0;
228090;555;255;98;228;90;0;1;1;0;
228100;555;255;98;228;100;0;1;1;0;
228101;555;255;98;228;101;0;1;1;0;
228102;555;255;98;228;102;0;1;1;0;
228251;555;255;98;228;251;0;1;1;0;
14040;561;127;98;128;40;0;0;200;0;
718;;;;228;141;4;103;
15040;;;;228;40;0;0;1;0;
15041;;;;228;41;0;0;1;0;
15042;;;;228;42;0;0;1;0;
15043;;;;228;43;0;0;1;0;
